task,epoch,class_name,GT_class_name,img_level_auroc,img_level_average_precision,pix_level_auroc,pix_level_average_precision,epoch_time,last
0,0,grid,grid,0.6541353383458647,0.756829470984555,0.3530647166518685,0.005132631280483483,2.3521,0
0,10,grid,grid,0.9114452798663325,0.9718443167181687,0.9288144376622446,0.24166317160213832,0.0986,0
0,20,grid,grid,0.7076023391812866,0.8674814384179117,0.8280108306267526,0.03188829249708963,0.0994,0
0,30,grid,grid,0.81203007518797,0.9358269745303003,0.9124946037100204,0.20718080443988196,0.1013,0
0,40,grid,grid,0.8036758563074352,0.9279184790227091,0.9105765196905837,0.20667485043998968,0.1116,0
0,50,grid,grid,0.7451963241436926,0.9031081322978172,0.9031212503930128,0.20005034784649728,0.1021,0
0,60,grid,grid,0.744360902255639,0.900282715303274,0.9138938947296028,0.1990409818023568,0.1024,0
0,70,grid,grid,0.7568922305764412,0.910457382070099,0.908118559170654,0.21634610069391452,0.0989,0
0,80,grid,grid,0.7719298245614036,0.9121231074927783,0.9095900492695073,0.2009593457111511,0.0987,0
0,90,grid,grid,0.7894736842105263,0.9238697990229519,0.9236027504290565,0.22109584290819567,0.0929,0
0,100,grid,grid,0.8270676691729324,0.9399833947206837,0.9287198684653977,0.233005878879888,0.1012,0
0,110,grid,grid,0.8036758563074353,0.932785521797481,0.9290822555842551,0.22771424644641736,0.214,0
0,120,grid,grid,0.8237259816207184,0.9355863979325396,0.9367711713798491,0.22906862835112604,0.0984,0
0,130,grid,grid,0.837092731829574,0.9411756384973773,0.936539568630705,0.23845773861118774,0.1135,0
0,140,grid,grid,0.835421888053467,0.9398252644519112,0.94217206046984,0.23373568572693848,0.1277,0
0,150,grid,grid,0.8320802005012532,0.9393508874470142,0.9307307606873529,0.2208495441110263,0.1059,0
0,160,grid,grid,0.8404344193817878,0.9404348944332532,0.9369395063128156,0.22598324745924747,0.1186,0
0,170,grid,grid,0.8571428571428572,0.9484988411638435,0.9427619262667503,0.23563655140226603,0.1114,0
0,180,grid,grid,0.832080200501253,0.939687058127677,0.9369874573526569,0.2326077788597946,0.1077,0
0,190,grid,grid,0.8964076858813701,0.9633069950219264,0.9523778339575685,0.24540414181840015,0.1074,0
0,200,grid,grid,0.847953216374269,0.9472417689286239,0.9435452412127164,0.23606890857585752,0.0994,0
